Date,Station Id,Air Temperature Maximum (degF),Air Temperature Minimum (degF),Precipitation Increment (in),Relative Humidity (pct) Mean of Hourly Values,Wind Speed Maximum (mph) Max of Hourly Values,Wind Speed Average (mph) Mean of Hourly Values,Solar Radiation Average (watt/m2) Mean of Hourly Values,Solar Radiation/langley Total (langley),Vapor Pressure - Partial (inch_Hg) Mean of Hourly Values,Vapor Pressure - Saturated (inch_Hg) Mean of Hourly Values,Soil Moisture Percent -2in (pct) Mean of Hourly Values,Soil Moisture Percent -4in (pct) Mean of Hourly Values,Soil Moisture Percent -8in (pct) Mean of Hourly Values,Soil Moisture Percent -20in (pct) Mean of Hourly Values,Soil Moisture Percent -40in (pct) Mean of Hourly Values,Soil Temperature Observed -2in (degF) Mean of Hourly Values,Soil Temperature Observed -4in (degF) Mean of Hourly Values,,,
4/10/17,2198,50,32,0.14,67,26.9,9.1,175.74,358.9,0.16,0.26,51.3,46.7,48.8,48.5,53.6,42,42,,,
4/11/17,2198,59,32,0,60,17,7.2,221.37,452,0.17,0.32,47.5,46.7,48.8,48.5,53.9,43,43,,,
4/12/17,2198,56,44,0.08,72,15,6.9,112.45,229.6,0.26,0.36,45.5,46.9,48.9,48.5,53.4,46,45,,,
4/13/17,2198,51,36,0.22,77,20.1,7.2,105.13,214.7,0.22,0.29,55,47.1,48.5,48.6,53.6,46,46,,,
4/14/17,2198,47,32,0.01,74,22.7,9.1,163.76,334.4,0.17,0.24,51.7,47.2,48.8,48.6,53.7,43,43,,,
4/15/17,2198,51,32,0,63,14.7,5.1,233.38,476.6,0.16,0.27,45.3,47.3,48.8,48.7,53.8,44,43,,,
4/16/17,2198,63,35,0,53,19.3,7.4,207.12,422.9,0.18,0.38,43.3,46.7,48.8,48.7,53.8,46,45,,,
4/17/17,2198,57,42,0.14,74,26.9,9.3,125.06,255.4,0.25,0.34,47.2,47.1,48.9,48.7,53.6,47,47,,,
4/18/17,2198,56,39,0.02,76,19.3,7.1,153.89,314.2,0.24,0.33,44.2,47.6,48.8,48.7,53.7,47,47,,,
4/19/17,2198,62,37,0.12,68,20.1,6.9,218,445.2,0.22,0.35,42,45.4,48.9,48.6,53.5,47,47,,,
4/20/17,2198,52,41,0,77,22.3,8.7,112.5,229.7,0.23,0.3,42.7,46.5,49,48.7,53.8,47,47,,,
4/21/17,2198,57,34,0,67,13,4.1,222.42,454.2,0.2,0.31,41.9,45.2,48.9,48.7,53.6,47,47,,,
4/22/17,2198,67,40,0,56,31.6,8.6,211.3,431.5,0.2,0.4,41.1,43.2,48.9,48.8,53.5,48,48,,,
4/23/17,2198,55,42,0,75,22.8,6,166.58,340.1,0.24,0.34,40.7,42.4,48.8,48.6,53.4,49,49,,,
4/24/17,2198,52,41,0,79,15,4.6,145.71,297.5,0.24,0.3,40.9,43.3,48.7,48.6,53.4,49,49,,,
4/25/17,2198,53,40,0,81,18,7.6,135.15,276,0.24,0.31,42.4,47.9,48.7,48.7,53.6,48,48,,,
4/26/17,2198,49,40,0,83,24.4,10.3,140.55,287,0.24,0.3,54.3,49.1,48.5,48.9,53.8,47,47,,,
4/27/17,2198,48,35,0,71,26.6,12.4,200.08,408.6,0.18,0.26,48.8,49.2,48.7,48.8,53.6,44,45,,,
4/28/17,2198,53,35,0,68,21.4,8.6,215.33,439.7,0.19,0.29,42.7,46.6,48.7,48.7,53.6,46,46,,,
4/29/17,2198,59,36,0,64,18.5,6.4,262.36,535.7,0.2,0.35,40.3,41.8,48.1,48.8,53.7,48,48,,,
4/30/17,2198,57,38,0,61,29.9,12,151.75,309.9,0.21,0.36,39,40.2,45.7,48.8,53.5,48,49,,,
5/1/17,2198,51,31,0,74,21.6,5.3,160.39,327.5,0.19,0.26,38,39.3,43.4,48.9,53.4,46,46,,,
5/2/17,2198,56,39,0,73,12.8,4.6,181.33,370.3,0.23,0.33,37.9,39.3,43.8,48.8,53.5,48,48,,,
5/3/17,2198,70,41,0,64,16.5,6.4,290.73,593.7,0.28,0.48,37.3,38.9,43,48.9,53.4,53,51,,,
5/4/17,2198,83,53,0,51,21.9,10.3,302.12,617,0.33,0.73,36.6,38.6,42.8,49.1,53.3,58,56,,,
5/5/17,2198,66,46,0,72,21.1,7.6,102.8,209.9,0.36,0.51,36.8,39.5,43.8,49,53.8,57,56,,,
5/6/17,2198,47,39,0,83,18.8,6.7,82.41,168.3,0.23,0.28,40.6,45.7,47.7,48.9,53.8,50,51,,,
5/7/17,2198,57,38,0,67,16.2,4.6,242.19,494.6,0.21,0.32,39.7,42.9,47.7,48.8,54,51,51,,,
5/8/17,2198,63,33,0,61,13.3,4.3,300.91,614.5,0.21,0.38,37.7,40,45.6,48.9,53.8,53,52,,,
5/9/17,2198,68,37,0,61,14.2,2.4,300.75,614.1,0.23,0.44,36.6,39.1,43.6,49.1,53.9,56,55,,,
5/10/17,2198,76,40,0,58,14.9,4,304.02,620.8,0.27,0.54,35.9,38.5,43,49,53.9,58,57,,,
5/11/17,2198,74,44,0,60,33.6,7.5,201.33,411.1,0.3,0.54,35.4,38.1,42.6,49.2,53.9,59,58,,,
5/12/17,2198,48,36,0,79,17.2,5.7,115.41,235.7,0.22,0.28,37.4,40.8,45.7,49.3,53.9,52,53,,,
5/13/17,2198,49,34,0,80,17.6,7.4,187.39,382.7,0.21,0.27,36.5,39.3,44.7,49,53.9,49,49,,,
5/14/17,2198,54,36,0,70,18.5,5.6,229.65,469,0.2,0.3,35.9,38.6,43.3,49.1,53.8,49,49,,,
5/15/17,2198,59,33,0,65,14.2,3.1,251.13,512.8,0.2,0.34,35.4,38.1,42.7,49.1,53.9,51,50,,,
5/16/17,2198,53,37,0,83,28.8,6.2,113.7,232.2,0.23,0.28,44.2,44.9,46,49.1,53.8,50,51,,,
5/17/17,2198,49,37,0,90,19.6,8.2,61.14,124.8,0.24,0.27,50.9,48.6,47.7,49.1,54,46,47,,,
5/18/17,2198,61,41,0,81,10.3,3.5,213.88,436.8,0.29,0.37,44.9,48.9,48.1,49,54,52,50,,,
5/19/17,2198,68,38,0.01,72,11,3.1,256.03,522.8,0.3,0.45,41.8,47.3,48.5,48.9,54,55,54,35,37,39
5/20/17,2198,65,46,0.01,75,12.6,4.2,196.59,401.4,0.33,0.45,39.7,43,48.6,48.9,53.8,57,56,37,37,39
5/21/17,2198,74,42,0,68,11.9,3.1,331.97,677.9,0.32,0.53,37.8,40.5,46.9,48.9,53.8,59,58,38,38,39
5/22/17,2198,79,43,0,62,12.9,3,331.4,676.7,0.32,0.61,36.3,39.1,44.1,49.2,53.9,62,61,39,39,39
5/23/17,2198,81,48,0,48,22.8,8.3,331.94,677.8,0.3,0.73,35.4,38.3,43.3,49.4,53.9,63,62,40,39,40
5/24/17,2198,62,41,0,45,30,14.5,279.25,570.2,0.18,0.41,34.2,37.3,42.4,49.4,54.1,56,57,41,40,40
5/25/17,2198,59,37,0,70,13.3,3.5,153.64,313.7,0.24,0.35,33.8,36.9,41.8,49.4,54.3,53,54,43,41,40
5/26/17,2198,70,37,0,64,19.8,4.5,325.21,664.1,0.26,0.47,33.5,36.8,41.5,49.1,54.4,57,56,43,42,41
5/27/17,2198,78,43,0,53,14.7,4.1,316.32,645.9,0.27,0.59,32.9,36.4,40.9,46.5,54.5,60,59,41,42,41
5/28/17,2198,83,44,0,52,15.3,4.6,336.61,687.4,0.29,0.69,32.1,36.1,40.2,45.4,54.5,63,61,42,41,41
5/29/17,2198,86,48,0,52,15.8,4.6,333.32,680.6,0.31,0.75,31.2,35.7,40.1,44.9,54.4,64,63,42,42,41
5/30/17,2198,90,50,0,45,27.8,7.2,308.35,629.6,0.31,0.83,30.4,35.2,39.9,44.3,54.4,65,64,42,42,42
5/31/17,2198,69,54,0.01,72,19.4,5.3,197.14,402.6,0.36,0.52,29.7,34.8,39.5,43.7,54.4,63,63,42,42,42
6/1/17,2198,68,50,0.03,75,23,5.9,169.6,346.3,0.36,0.5,29.9,34.8,39.3,43.5,54.4,61,61,43,42,42
6/2/17,2198,73,47,0,59,17.2,4.3,312.91,638.9,0.29,0.54,29.4,34.6,39.1,43.1,54.3,61,60,43,42,42
6/3/17,2198,78,48,0.03,54,19.8,6.3,308.49,630,0.34,0.68,28.7,34.2,38.7,43.2,54.2,64,63,43,43,42
6/4/17,2198,60,43,0.25,83,18.5,4.6,48.02,98,0.33,0.39,31.1,35.2,38.8,43.1,54.3,60,61,42,42,42
6/5/17,2198,69,36,0,70,9.7,2.1,339.17,692.6,0.27,0.45,32.1,35.8,39.1,43.1,54.4,60,59,42,42,42
6/6/17,2198,80,41,0,60,11.6,2.9,316.04,645.4,0.31,0.6,30.3,34.9,38.9,43,54.2,63,62,42,42,42
6/7/17,2198,91,53,0,51,15.3,5.3,316.89,647.1,0.36,0.84,28.9,34.3,38.7,43.1,54.7,66,65,42,42,43
6/8/17,2198,69,49,0.25,76,27.1,5.3,109.19,223,0.37,0.5,28.9,34.1,38.5,43,54.7,63,64,42,42,43
6/9/17,2198,61,44,0,67,20.3,6.3,271.06,553.5,0.26,0.4,32,35.7,38.9,42.9,54.9,59,59,42,42,43
6/10/17,2198,61,42,0,62,20.9,8.2,288.06,588.2,0.22,0.38,29.7,34.6,38.6,42.9,54.8,57,58,42,42,43
6/11/17,2198,66,38,0,62,13.4,4.1,327.81,669.3,0.24,0.43,28.3,33.9,38.2,42.4,55,59,59,43,43,43
6/12/17,2198,69,43,0,60,27.5,11,325.57,664.8,0.28,0.5,27.2,33.4,37.9,42.2,54.8,60,60,42,43,43
6/13/17,2198,63,45,0,58,29,13.2,243.65,497.5,0.23,0.42,25.6,32.5,37.4,41.8,54.8,56,58,42,43,43
6/14/17,2198,64,36,0,58,18.3,5.2,282.05,575.9,0.23,0.42,24.7,32.2,36.8,41.6,54.7,57,57,41,42,43
6/15/17,2198,66,50,0.37,66,16,3.9,163.66,334.2,0.31,0.48,24.8,32,36.4,41.2,54.6,59,59,42,42,43
6/16/17,2198,62,54,0,76,26.5,10.1,153.09,312.6,0.36,0.48,30.1,34,36.7,41,54.8,58,58,44,43,43
6/17/17,2198,68,44,0,66,11.9,4.1,285.51,583,0.31,0.5,28.7,33.8,36.9,40.8,54.6,60,59,45,44,43
6/18/17,2198,75,55,0,62,19.6,6.3,252.93,516.5,0.37,0.61,27.3,33.2,36.7,40.7,54.6,62,61,44,44,43
6/19/17,2198,87,56,0,62,14.6,4.8,339.46,693.1,0.45,0.79,26.1,32.6,36.6,40.4,54.5,67,65,42,44,44
6/20/17,2198,78,58,0,60,21.5,7.9,315.44,644.1,0.4,0.72,24.7,31.9,36.4,40.4,54.4,67,67,42,43,44
6/21/17,2198,72,42,0,51,20,6.8,353.38,721.7,0.24,0.54,23.3,30.8,35.6,40.1,54.4,64,65,42,43,44
6/22/17,2198,71,35,0,56,20.4,4.1,353.72,722.3,0.21,0.48,22.5,30,35,40,54.3,64,64,44,43,44
6/23/17,2198,77,35,0,55,12.8,3.1,355.63,726.2,0.23,0.56,21.8,29.2,34.5,39.8,54.4,66,66,45,44,44
6/24/17,2198,82,38,0,55,12,2.5,351.68,718.2,0.28,0.66,21.2,28.4,34,39.4,54.5,68,67,44,44,44
6/25/17,2198,92,44,0,52,13.6,3.8,351.8,718.4,0.35,0.83,20.6,27.5,33.4,39,54.7,70,69,43,44,44
6/26/17,2198,89,62,0.01,47,29.6,5.1,244.99,500.2,0.37,0.85,20.1,26.6,32.9,38.9,53.8,71,71,44,44,44
6/27/17,2198,76,48,0.02,60,18.6,5.1,333.84,681.6,0.36,0.64,19.6,26,32.2,38.8,52.9,71,70,45,45,44
6/28/17,2198,74,43,0,59,18.1,5.6,341.57,697.4,0.29,0.56,19.2,25.2,31.4,38.6,51.6,69,69,46,45,44
6/29/17,2198,75,44,0.03,69,15.6,3,341.08,696.4,0.36,0.56,18.8,24.6,30.8,38,50.3,70,69,46,45,44
6/30/17,2198,83,45,0,62,11.3,2.3,344.75,704,0.34,0.68,18.4,24.1,30.1,38,48.9,71,70,46,46,45
7/1/17,2198,85,44,0,61,8.8,2.5,299.15,610.9,0.37,0.74,17.8,23.3,29.4,37.7,47.6,71,71,46,46,45
7/2/17,2198,85,50,0,63,14.2,2.8,340.37,695,0.4,0.74,17.1,22.7,28.7,37.5,47.3,73,72,47,46,45
7/3/17,2198,81,49,0,59,16.8,4.5,344.35,703.2,0.33,0.66,16.3,22.1,28,37.2,46.8,73,72,47,46,45
7/4/17,2198,87,44,0,53,9.8,2.6,323.23,660.1,0.32,0.75,15.3,21.5,27.4,37,46,72,72,47,47,45
7/5/17,2198,91,45,0,53,10.8,2.5,342.18,698.6,0.33,0.85,14.4,20.8,26.7,36.6,45.8,74,73,47,47,46
7/6/17,2198,95,49,0,57,9,1.6,321.09,655.6,0.39,0.9,13.4,20.2,25.9,36.1,45.6,75,75,47,47,46
7/7/17,2198,94,51,0,55,15.3,3,322.91,659.4,0.4,0.93,12.5,19.6,25.2,35.8,45.5,76,75,46,47,46
7/8/17,2198,90,48,0,49,9.7,2.2,342.05,698.5,0.31,0.83,11.7,19,24.6,35.4,45.5,76,75,46,46,46
7/9/17,2198,88,45,0,54,12.8,3.2,334.15,682.3,0.31,0.75,11,18.7,24,35.2,44.9,76,75,46,46,46
7/10/17,2198,80,49,0,56,19.9,5.8,323.32,660.3,0.32,0.66,10.3,18.3,23.5,35,45,74,74,48,47,46
7/11/17,2198,80,47,0,45,14.7,3.5,327.05,667.9,0.26,0.66,10,18.1,23.2,34.7,44.9,74,73,46,47,46
7/12/17,2198,86,42,0,54,14.6,1.8,339.27,692.8,0.29,0.72,9.5,18,22.8,34.4,45,74,74,46,47,46
7/13/17,2198,85,47,0,52,16.4,3.5,334.96,684,0.3,0.74,9.1,17.8,22.5,34.1,45,76,74,48,47,46
7/14/17,2198,92,46,0,50,11.9,2.4,334.62,683.2,0.32,0.86,8.8,17.5,22.2,33.7,44.3,77,75,52,48,46
7/15/17,2198,87,55,0.01,49,24.4,4.4,246.76,504,0.35,0.82,8.4,17.3,22,33.4,43.8,76,75,54,50,47
7/16/17,2198,76,41,0,46,19.7,6.2,336.69,687.6,0.25,0.61,8.2,17.1,21.7,33,44.1,75,74,51,50,47
7/17/17,2198,80,36,0,49,14.6,2.2,334.27,682.5,0.22,0.59,8.1,16.9,21.6,32.7,44.2,73,72,50,49,47
7/18/17,2198,86,40,0,49,12.4,2.1,331.54,677,0.24,0.71,8,16.9,21.4,32.3,44.2,74,73,50,49,47
7/19/17,2198,87,43,0,49,12.5,2.5,323.45,660.5,0.27,0.74,7.7,16.7,21.2,31.9,44.2,76,74,52,50,48
7/20/17,2198,78,49,0,46,20.6,6.4,322.87,659.3,0.26,0.65,7.5,16.5,21.1,31.5,44.3,74,74,54,51,48
7/21/17,2198,80,41,0,53,14.3,3.2,322.06,657.7,0.25,0.6,7.5,16.4,21,31.2,44.1,74,73,55,51,48
7/22/17,2198,86,42,0,50,9.2,1.8,319.5,652.5,0.26,0.73,7.5,16.4,20.8,30.6,43.4,74,73,54,52,49
7/23/17,2198,92,47,0,48,14,3.2,321.28,656.1,0.32,0.88,7.4,16.3,20.8,30.2,43.2,76,75,50,51,49
7/24/17,2198,86,48,0,44,15,3.3,335.84,685.7,0.23,0.74,7.2,16.2,20.8,29.7,43.5,77,75,50,50,49
7/25/17,2198,90,41,0,42,12.2,2.2,326.4,666.6,0.22,0.8,7.1,16.1,20.7,29.2,43.2,76,75,50,50,49
7/26/17,2198,92,45,0,42,13.2,2.5,286.85,585.8,0.25,0.86,6.9,16,20.5,28.6,43.5,76,75,50,50,49
7/27/17,2198,89,49,0,44,17.6,3.5,288.56,589.2,0.28,0.8,6.9,15.9,20.5,28.3,42.5,76,75,48,50,49
7/28/17,2198,90,45,0,42,13.5,2.6,315.65,644.5,0.26,0.84,6.9,15.9,20.4,27.9,42.2,76,75,48,49,49
7/29/17,2198,92,47,0,41,12.4,2.6,318.16,649.7,0.26,0.86,6.8,15.8,20.4,27.6,41.5,78,76,51,49,49
7/30/17,2198,91,46,0,41,15.1,3.4,321.43,656.3,0.23,0.81,6.6,15.7,20.4,27.4,41,77,76,53,51,49
7/31/17,2198,94,44,0,37,12.3,2.2,324.04,661.6,0.2,0.84,6.5,15.5,20.3,27.3,39.9,77,76,54,51,49
8/1/17,2198,95,42,0,35,13.4,2.2,319.19,651.7,0.2,0.9,6.4,15.5,20.2,27,38.7,77,76,57,52,49
8/2/17,2198,96,47,0,32,18.6,3.2,299.47,611.6,0.22,0.98,6.4,15.4,20.2,26.8,37.2,78,76,58,54,50
8/3/17,2198,95,52,0,39,15.1,2.7,288.14,588.4,0.28,0.97,6.3,15.3,20.1,26.6,36.3,79,77,57,54,50
8/4/17,2198,93,53,0,36,18.2,5,281.78,575.4,0.26,0.94,6.2,15.1,20.1,26.4,35.5,78,76,54,54,51
8/5/17,2198,89,48,0,40,15.2,3.1,259.21,529.3,0.25,0.8,6.1,15,20,26.5,35.1,76,75,54,53,51
8/6/17,2198,93,49,0,37,13.6,2.7,280.58,572.9,0.24,0.91,6.1,15,20.1,26.3,34.9,76,75,56,53,51
8/7/17,2198,94,50,0,30,13,2.6,284.43,580.8,0.2,0.95,6.1,14.9,20,26.3,34.9,77,75,58,54,51
8/8/17,2198,95,49,0,30,13.4,3,268.37,548,0.22,0.95,6,14.8,20,26.1,34.5,77,75,59,55,51
8/9/17,2198,95,53,0,35,13.7,2.8,222.82,455,0.25,0.93,6,14.7,20,26.1,34.4,76,75,61,57,52
8/10/17,2198,96,55,0,33,13.1,3.5,224.96,459.4,0.27,0.98,6,14.6,19.9,26,34.2,76,75,61,57,52
8/11/17,2198,97,56,0,30,12.9,3.5,245.64,501.6,0.25,1.04,6,14.6,19.8,25.8,34.2,77,75,60,57,53
8/12/17,2198,84,56,0,41,14.1,4.4,107.57,219.6,0.32,0.81,5.9,14.4,19.9,26,34.5,74,74,59,57,53
8/13/17,2198,71,54,0.07,66,15.9,4.3,108.44,221.4,0.38,0.58,6,14.3,19.7,26,34.2,69,70,60,57,53
8/14/17,2198,74,42,0,54,16,3.4,281.07,573.9,0.24,0.53,5.9,14.2,19.6,26.1,34.2,68,68,61,58,54
8/15/17,2198,80,38,0,42,13.6,2.4,282.74,577.4,0.18,0.59,6,14.2,19.6,25.9,34.3,69,69,58,57,54
8/16/17,2198,82,39,0,39,15.6,4,284.79,581.5,0.21,0.66,5.9,14.3,19.7,25.9,34.4,70,70,59,57,54
8/17/17,2198,83,47,0,44,16.9,3.7,285.38,582.8,0.26,0.68,5.9,14.3,19.7,25.9,34.1,72,71,61,58,54
8/18/17,2198,85,41,0,37,19,4,277.08,565.8,0.2,0.72,5.8,14.2,19.7,25.8,34.2,72,71,63,59,54
8/19/17,2198,77,46,0,46,18.6,5.5,263.78,538.7,0.24,0.59,5.8,14.2,19.7,25.9,34.4,71,71,59,58,55
8/20/17,2198,79,39,0,41,12.3,2.6,217.69,444.5,0.2,0.6,5.7,14.2,19.7,25.8,34.3,70,69,58,58,55
8/21/17,2198,87,40,0,40,14.7,2.5,244.12,498.5,0.21,0.71,5.7,14.2,19.6,25.8,34.1,70,69,57,57,55
8/22/17,2198,91,47,0,33,15,3.8,241.05,492.2,0.21,0.83,5.7,14.2,19.7,25.8,34,71,70,59,57,55
8/23/17,2198,84,49,0,39,16.6,2.5,186.64,381.1,0.25,0.75,5.6,14.1,19.6,25.9,33.7,71,70,58,58,55
8/24/17,2198,79,47,0.01,48,24,6.2,234.66,479.2,0.31,0.69,5.7,14.1,19.6,25.9,33.7,71,70,57,57,55
8/25/17,2198,77,39,0,40,12.1,2.7,264.45,540,0.17,0.53,5.7,13.9,19.5,26.1,33.7,69,68,58,57,55
8/26/17,2198,85,38,0,30,9.3,2.1,268.09,547.5,0.13,0.65,5.5,14,19.5,26.1,33.8,69,68,58,57,55
8/27/17,2198,93,44,0,20,15.1,3.5,259.52,530,0.12,0.83,5.6,13.9,19.6,26.1,33.7,70,69,57,57,55
8/28/17,2198,94,46,0,25,19.3,5.6,152.9,312.2,0.17,0.85,5.4,13.8,19.6,26.1,33.7,70,69,59,57,55
8/29/17,2198,101,56,0,27,18.3,4.5,227.13,463.8,0.22,1.1,5.4,13.9,19.6,26.2,33.8,72,71,61,58,55
8/30/17,2198,91,55,0,30,14.8,3.6,224.4,458.2,0.22,0.88,5.4,13.9,19.7,26.3,33.8,74,72,64,60,55
8/31/17,2198,79,53,0,42,21.2,5.9,245.49,501.3,0.26,0.67,5.3,13.8,19.7,26.4,33.7,72,71,64,60,55
9/1/17,2198,89,53,0,31,13,4.4,250.17,510.8,0.2,0.78,5.5,13.8,19.7,26.7,34.2,72,71,63,60,56
9/2/17,2198,96,50,0,26,16.3,4.5,245.2,500.7,0.19,0.92,5.3,13.8,19.6,26.5,34.6,72,71,64,61,56
9/3/17,2198,95,52,0,26,15.5,4.5,215.74,440.5,0.19,0.93,5.3,13.7,19.6,26.8,34.5,72,72,65,61,56
9/4/17,2198,96,49,0,31,13.8,3.4,213.65,436.3,0.21,0.91,5.1,13.7,19.7,26.8,34.4,72,71,66,62,57
9/5/17,2198,84,57,0,31,17.2,5.2,120.09,245.2,0.23,0.81,5,13.6,19.7,27.1,34.5,70,70,68,63,57
9/6/17,2198,93,50,0,33,15,3.8,187.37,382.6,0.24,0.89,5.1,13.5,19.5,27.1,34.5,71,70,68,64,57
9/7/17,2198,83,50,0,46,10.5,2.1,158.14,322.9,0.29,0.7,5.1,13.6,19.6,26.9,34.5,70,69,67,64,58
9/8/17,2198,83,58,0,49,12.8,3,176.46,360.3,0.36,0.77,5.1,13.6,19.6,27,34.3,72,70,67,64,58
9/9/17,2198,79,54,0,52,22.6,6.5,203.09,414.7,0.34,0.68,5.2,13.5,19.6,27.3,34.2,71,70,67,64,58
9/10/17,2198,75,47,0,56,18.2,4.6,209.8,428.4,0.31,0.6,5.1,13.5,19.6,27.1,34.4,70,69,68,64,58
9/11/17,2198,86,44,0,44,14.5,4.1,232.63,475,0.24,0.69,5,13.4,19.5,27.3,34.6,69,69,69,64,59
9/12/17,2198,87,43,0,31,12.8,3.6,217.17,443.5,0.18,0.74,5,13.4,19.5,27.2,34.6,69,68,70,65,59
9/13/17,2198,74,42,0,39,18.9,7.3,178.31,364.1,0.23,0.61,4.9,13.3,19.5,27.2,34.7,69,68,69,65,59
9/14/17,2198,64,44,0,38,13.1,3.1,105.58,215.6,0.15,0.42,4.8,13.2,19.3,27.3,34.8,64,65,70,66,60
9/15/17,2198,65,34,0,49,16.2,4.5,172.78,352.8,0.18,0.39,4.7,13.1,19.1,27.3,34.8,62,63,71,66,60
9/16/17,2198,65,26,0,48,17.9,3.5,197.04,402.4,0.14,0.37,4.6,13,19,27.4,34.7,60,61,72,67,60
9/17/17,2198,72,38,0.01,35,20.1,7.3,128.11,261.6,0.16,0.5,4.5,13,19,27.4,34.7,61,61,72,67,60
9/18/17,2198,55,44,0.16,78,25.5,7.7,72.79,148.7,0.29,0.38,4.4,13,18.9,27.2,34.5,59,61,72,67,61
9/19/17,2198,51,43,0.46,77,26.3,9.8,71.04,145.1,0.24,0.32,5.7,14,19.6,27.4,34.5,54,56,72,68,61
9/20/17,2198,49,42,0.22,83,25.9,5.9,81.01,165.4,0.25,0.3,13.4,20.9,22.4,27.2,34.3,52,54,71,67,61
9/21/17,2198,53,34,0.01,82,10.8,2.3,120.89,246.9,0.23,0.29,16.9,23,21.3,27.2,34.1,52,53,71,67,61
9/22/17,2198,56,29,0,81,15.6,2.8,144.06,294.2,0.21,0.28,16.5,23.1,20.8,26.9,34.3,51,52,71,67,62
9/23/17,2198,60,40,0,71,13.6,5.5,168.37,343.8,0.24,0.35,16.2,22.9,20.7,27,34.3,53,53,72,68,62
9/24/17,2198,64,44,0,62,13,4.6,155.84,318.2,0.24,0.42,15.8,22.5,20.6,26.9,34.3,55,55,72,68,62
9/25/17,2198,66,50,0,58,13.3,5.6,123.25,251.7,0.26,0.46,15.3,22.1,20.6,27.4,33.8,56,56,72,68,62
9/26/17,2198,72,46,0,60,11.5,3.6,180.44,368.5,0.27,0.49,14.9,21.6,20.7,27.4,33.8,57,57,71,68,62
9/27/17,2198,75,42,0,58,13.5,4,194.36,396.9,0.25,0.52,14.6,21.1,20.6,27.5,33.6,57,58,71,67,63
9/28/17,2198,80,43,0,48,19.1,5.2,193.01,394.1,0.23,0.58,14.3,20.7,20.6,27.4,33.6,57,58,71,67,63
9/29/17,2198,78,53,0,44,20.8,9.1,182.47,372.6,0.24,0.6,14,20.3,20.6,27.2,33.6,58,59,71,68,63
9/30/17,2198,60,45,0.02,58,27.2,11.1,175.11,357.6,0.23,0.41,13.6,20,20.5,27.4,33.6,57,58,70,68,63
10/1/17,2198,58,40,0,67,24.1,8.4,134.61,274.9,0.22,0.34,13.3,19.5,20.4,27.5,33.7,54,55,71,67,63
10/2/17,2198,53,37,0,67,16.8,4.7,127.57,260.5,0.2,0.31,12.8,19.2,20.3,27.4,33.6,53,54,72,68,63
10/3/17,2198,61,35,0,51,18.3,5.3,181.33,370.3,0.15,0.33,12.6,18.9,20.1,27.2,33.6,52,53,72,68,63
10/4/17,2198,59,29,0,59,13.5,2.9,179.08,365.7,0.16,0.3,12.2,18.6,20.1,27.3,33.7,51,52,72,69,63
10/5/17,2198,63,33,0,54,13.8,4.1,129.04,263.5,0.18,0.37,12.1,18.4,20,27.4,33.8,52,53,72,69,63
10/6/17,2198,68,33,0,48,30.3,10.8,150.97,308.3,0.17,0.43,11.9,18.2,20,27.4,33.9,52,53,72,69,64
10/7/17,2198,56,38,0.01,51,28.6,14.3,97.4,198.9,0.18,0.37,11.6,18.1,20,27.4,33.9,53,54,72,69,64
10/8/17,2198,54,32,0.13,71,18.1,6.5,157.11,320.8,0.2,0.29,11.3,17.8,20,27.4,34,51,52,73,69,64
10/9/17,2198,58,28,0,60,16.3,7.1,148.12,302.4,0.16,0.3,11.1,17.6,19.9,27.5,33.9,48,49,73,69,64
10/10/17,2198,59,41,0,47,22.9,8.5,89.26,182.3,0.16,0.36,11,17.5,19.9,27.6,33.8,48,49,73,69,64
10/11/17,2198,51,39,0.07,68,20.5,9,128.7,262.8,0.19,0.28,11,17.4,19.8,27.6,33.7,48,49,73,69,64
10/12/17,2198,44,36,0.21,81,14.5,6.6,46.42,94.8,0.19,0.24,10.9,17.4,19.8,27.4,33.7,46,47,73,70,64
10/13/17,2198,43,32,0.42,83,20.5,8.1,84.11,171.7,0.19,0.23,17.6,20.9,21.4,27.2,33.8,44,45,74,70,64
10/14/17,2198,49,34,0,73,13.8,4.3,118.15,241.3,0.18,0.26,19.5,25,21.9,27.4,33.9,45,45,74,70,64
10/15/17,2198,58,36,0,60,19.6,8,149.63,305.6,0.17,0.31,18.3,24.9,22,27.4,33.8,45,46,73,70,65
10/16/17,2198,64,38,0,49,18,8.2,151.92,310.2,0.17,0.37,17.5,24.5,22,27.4,33.8,46,46,72,70,65
10/17/17,2198,68,44,0,45,38.9,11.2,108.76,222.1,0.17,0.41,16.7,24,22.2,27.4,33.7,47,47,73,70,65
10/18/17,2198,53,41,0.04,79,12.9,6.6,39.77,81.2,0.27,0.34,16.2,23.5,22.2,27.3,33.4,47,48,73,70,65
10/19/17,2198,60,45,0.09,60,24.2,5.5,60.3,123.1,0.23,0.4,16.1,23.2,22.3,27.3,33.4,49,49,73,70,65
10/20/17,2198,48,39,0.45,79,28.1,12.6,64.74,132.2,0.22,0.28,26.2,33.9,30.3,27.5,33.5,47,48,72,70,65
10/21/17,2198,46,33,0.56,77,23.4,10.2,44.41,90.7,0.19,0.25,23.9,32,31.4,27.6,33.4,43,45,72,70,65
10/22/17,2198,53,40,0.75,79,37.7,13.6,61.4,125.4,0.28,0.36,30.4,37.9,37.7,32.4,33.3,47,46,72,70,65
